HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	RefSeq IDs	Gene Family Tag	Gene family description	Gene family ID
10474	RUVBL1	RuvB like AAA ATPase 1	Approved		TIP49, NMP238, RVB1, TIP49a, Pontin52, ECP54, TIH1, Rvb1, INO80H	3q21.3	AF070735		ATAD	AAA ATPases	413
10475	RUVBL2	RuvB like AAA ATPase 2	Approved		RVB2, TIP48, TIP49b, Reptin52, ECP51, TIH2, INO80J, Rvb2	19q13.33	AF155138		ATAD	AAA ATPases	413
11233	SPAST	spastin	Approved	SPG4	FSP2, ADPSP, KIAA1083	2p22.3	AJ246001	NM_199436	ATAD	AAA ATPases	413
18119	SPATA5	spermatogenesis associated 5	Approved		SPAF, AFG2	4q28.1	AF361489	NM_145207	ATAD	AAA ATPases	413
28762	SPATA5L1	spermatogenesis associated 5 like 1	Approved		MGC5347, FLJ12286	15q21.1	AK023232	NM_024063	ATAD	AAA ATPases	413
11237	SPG7	SPG7, paraplegin matrix AAA peptidase subunit	Approved	CMAR	CAR, SPG5C	16q24.3	Y16610	NM_003119	ATAD	AAA ATPases	413
12307	TRIP13	thyroid hormone receptor interactor 13	Approved		16E1BP	5p15.33	L40384	NM_004237	ATAD	AAA ATPases	413
12666	VCP	valosin containing protein	Approved		IBMPFD, p97, CDC48, TERA	9p13.3	AC004472	NM_007126	ATAD	AAA ATPases	413
13488	VPS4A	vacuolar protein sorting 4 homolog A	Approved		VPS4, VPS4-1, FLJ22197, SKD2, SKD1, SKD1A	16q23.1	AF112215	NM_013245	ATAD	AAA ATPases	413
10895	VPS4B	vacuolar protein sorting 4 homolog B	Approved	SKD1	VPS4-2, SKD1B	18q21.33	AF038960	NM_004869	ATAD	AAA ATPases	413
20876	WRNIP1	Werner helicase interacting protein 1	Approved		WHIP, FLJ22526, bA420G6.2	6p25.2	AB056152	NM_130395	ATAD	AAA ATPases	413
12843	YME1L1	YME1 like 1 ATPase	Approved			10p12.1	AJ132637	NM_139312	ATAD	AAA ATPases	413
18302	MDN1	midasin AAA ATPase 1	Approved		KIAA0301, Rea1	6q15	AF503925		ATAD	AAA ATPases	413
17553	ABHD1	abhydrolase domain containing 1	Approved		LABH1, FLJ36128	2p23.3	AK093447	NM_032604	ABHD	Abhydrolase domain containing	4
25656	ABHD10	abhydrolase domain containing 10	Approved		FLJ11342	3q13.2	AL713726	NM_018394	ABHD	Abhydrolase domain containing	4
16407	ABHD11	abhydrolase domain containing 11	Approved	WBSCR21	PP1226	7q11.23	AF217971		ABHD	Abhydrolase domain containing	4
15868	ABHD12	abhydrolase domain containing 12	Approved	C20orf22	DKFZP434P106, dJ965G21.2, BEM46L2, ABHD12A	20p11.21	AL117442	NM_015600	ABHD	Abhydrolase domain containing	4
19837	ABHD12B	abhydrolase domain containing 12B	Approved	C14orf29	BEM46L3	14q22.1	BG698443		ABHD	Abhydrolase domain containing	4
20293	ABHD13	abhydrolase domain containing 13	Approved	C13orf6	bA153I24.2, FLJ14906, BEM46L1	13q33.3	AK027812	NM_032859	ABHD	Abhydrolase domain containing	4
24538	ABHD14A	abhydrolase domain containing 14A	Approved		DKFZP564O243, DORZ1	3p21.2	AY358201	NM_015407	ABHD	Abhydrolase domain containing	4
28235	ABHD14B	abhydrolase domain containing 14B	Approved		MGC15429, CIB	3p21.2	AK075112	NM_032750	ABHD	Abhydrolase domain containing	4
26971	ABHD15	abhydrolase domain containing 15	Approved			17q11.2	AK056717	NM_198147	ABHD	Abhydrolase domain containing	4
13921	ABHD16A	abhydrolase domain containing 16A	Approved	BAT5	NG26, D6S82E	6p21.33	AF129756		ABHD	Abhydrolase domain containing	4
16128	ABHD16B	abhydrolase domain containing 16B	Approved	C20orf135	dJ591C20.1	20q13.33			ABHD	Abhydrolase domain containing	4
28756	ABHD17A	abhydrolase domain containing 17A	Approved	C19orf27, FAM108A1	MGC5244	19p13.3	BC020512	NM_031213	ABHD	Abhydrolase domain containing	4
24278	ABHD17B	abhydrolase domain containing 17B	Approved	C9orf77, FAM108B1	CGI-67	9q21.13	AF151825	NM_016014	ABHD	Abhydrolase domain containing	4
26925	ABHD17C	abhydrolase domain containing 17C	Approved	FAM108C1		15q25.1		NM_021214	ABHD	Abhydrolase domain containing	4
18717	ABHD2	abhydrolase domain containing 2	Approved		LABH2	15q26.1	X12433		ABHD	Abhydrolase domain containing	4
18718	ABHD3	abhydrolase domain containing 3	Approved		LABH3	18q11.2	AK024880		ABHD	Abhydrolase domain containing	4
20154	ABHD4	abhydrolase domain containing 4	Approved		FLJ12816	14q11.2	AK022878		ABHD	Abhydrolase domain containing	4
21396	ABHD5	abhydrolase domain containing 5	Approved		CGI-58, NCIE2	3p21.33	AF007132	NM_016006	ABHD	Abhydrolase domain containing	4
21398	ABHD6	abhydrolase domain containing 6	Approved			3p14.3	AF225418	NM_020676	ABHD	Abhydrolase domain containing	4
23759	ABHD8	abhydrolase domain containing 8	Approved		FLJ11743, MGC14280, MGC2512	19p13.11	AK021805	NM_024527	ABHD	Abhydrolase domain containing	4
23760	EPHX3	epoxide hydrolase 3	Approved	ABHD9	FLJ22408	19p13.12	AK026061	NM_024794	ABHD	Abhydrolase domain containing	4
23758	EPHX4	epoxide hydrolase 4	Approved	ABHD7	EPHXRP, FLJ90341	1p22.1	AK074822	NM_173567	ABHD	Abhydrolase domain containing	4
76	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	Approved	ABL	JTK7, c-ABL, p150	9q34.12	M14752	NM_007313		Abl family tyrosine kinases	1463
77	ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase	Approved	ABLL	ARG	1q25.2	M14904	NM_005158		Abl family tyrosine kinases	1463
122	ACP1	acid phosphatase 1	Approved		HAAP, LMW-PTP, LMWPTP	2p25.3	M87546	NM_004300	ACP	Acid phosphatases	1071
123	ACP2	acid phosphatase 2, lysosomal	Approved		LAP	11p11.2	X15525	NM_001610	ACP	Acid phosphatases	1071
14376	ACP4	acid phosphatase 4	Approved	ACPT		19q13.33	AF321918	NM_033068	ACP	Acid phosphatases	1071
124	ACP5	acid phosphatase 5, tartrate resistant	Approved		TRAP, HPAP	19p13.2	X14618		ACP	Acid phosphatases	1071
29609	ACP6	acid phosphatase 6, lysophosphatidic	Approved		LPAP, ACPL1	1q21.2	BC009965	NM_016361	ACP	Acid phosphatases	1071
125	ACPP	acid phosphatase, prostate	Approved		ACP3, ACP-3, PAP	3q22.1		NM_001099	ACP	Acid phosphatases	1071
26303	PXYLP1	2-phosphoxylose phosphatase 1	Approved	ACPL2	FLJ23751	3q23		NM_152282	ACP	Acid phosphatases	1071
100	ASIC1	acid sensing ion channel subunit 1	Approved	ACCN2	BNaC2, hBNaC2	12q13.12	U78181	NM_020039	ASIC	Acid sensing ion channel subunits	290
99	ASIC2	acid sensing ion channel subunit 2	Approved	ACCN, ACCN1	ASIC2a, BNC1, BNaC1, hBNaC1, MDEG	17q11.2-q12	AL834182	NM_183377, NM_001094	ASIC	Acid sensing ion channel subunits	290
101	ASIC3	acid sensing ion channel subunit 3	Approved	ACCN3	TNaC1, DRASIC	7q36.1	AB010575	NM_004769	ASIC	Acid sensing ion channel subunits	290
21263	ASIC4	acid sensing ion channel subunit family member 4	Approved	ACCN4	BNAC4	2q35	AJ271643	NM_018674	ASIC	Acid sensing ion channel subunits	290
17537	ASIC5	acid sensing ion channel subunit family member 5	Approved	ACCN5	INAC, HINAC	4q32.1	AJ252011		ASIC	Acid sensing ion channel subunits	290
703	ARPC1A	actin related protein 2/3 complex subunit 1A	Approved		SOP2Hs, SOP2L, Arc40	7q22.1	Y08999	NM_006409	ARPC	Actin related protein 2/3 complex 	39
704	ARPC1B	actin related protein 2/3 complex subunit 1B	Approved		ARC41, p40-ARC, p41-ARC	7q22.1	AF006084	NM_005720	ARPC	Actin related protein 2/3 complex 	39
705	ARPC2	actin related protein 2/3 complex subunit 2	Approved		p34-Arc, ARC34	2q35	AF006085	NM_005731	ARPC	Actin related protein 2/3 complex 	39
706	ARPC3	actin related protein 2/3 complex subunit 3	Approved		p21-Arc, ARC21	12q24.11	AF006086		ARPC	Actin related protein 2/3 complex 	39
707	ARPC4	actin related protein 2/3 complex subunit 4	Approved		p20-Arc, ARC20	3p25.3	AF019888	NM_001024959	ARPC	Actin related protein 2/3 complex 	39
708	ARPC5	actin related protein 2/3 complex subunit 5	Approved		p16-Arc, ARC16, dJ127C7.3	1q25.3	AF017807	NM_005717	ARPC	Actin related protein 2/3 complex 	39
23366	ARPC5L	actin related protein 2/3 complex subunit 5 like	Approved		MGC3038, ARC16-2	9q33.3	AF087842	NM_030978	ARPC	Actin related protein 2/3 complex 	39
169	ACTR2	ARP2 actin related protein 2 homolog	Approved		ARP2	2p14	AF006082	NM_001005386	ARPC	Actin related protein 2/3 complex 	39
170	ACTR3	ARP3 actin related protein 3 homolog	Approved		ARP3	2q14.1	AF006083	NM_005721	ARPC	Actin related protein 2/3 complex 	39
24124	ACTL6A	actin like 6A	Approved		Actl6, BAF53A, Arp4, Baf53a, INO80K	3q26.33	AK098691	NM_004301		Actin related proteins	1436
160	ACTL6B	actin like 6B	Approved	ACTL6	BAF53B	7q22.1	AB015906	NM_016188		Actin related proteins	1436
17372	ACTR10	actin related protein 10 homolog	Approved		HARP11, ACTR11, Arp11, Arp10	14q23.1	AF220190			Actin related proteins	1436
167	ACTR1A	ARP1 actin related protein 1 homolog A	Approved		ARP1, Arp1A	10q24.32	X82206			Actin related proteins	1436
168	ACTR1B	ARP1 actin related protein 1 homolog B	Approved	CTRN2	Arp1B	2q11.2	X82207	NM_005735		Actin related proteins	1436
169	ACTR2	ARP2 actin related protein 2 homolog	Approved		ARP2	2p14	AF006082	NM_001005386		Actin related proteins	1436
170	ACTR3	ARP3 actin related protein 3 homolog	Approved		ARP3	2q14.1	AF006083	NM_005721		Actin related proteins	1436
17256	ACTR3B	ARP3 actin related protein 3 homolog B	Approved		ARP11, ARP3beta	7q36.1-q36.2		NM_020445		Actin related proteins	1436
37282	ACTR3C	ARP3 actin related protein 3 homolog C	Approved		ARP11	7q36.1				Actin related proteins	1436
14671	ACTR5	ARP5 actin related protein 5 homolog	Approved		FLJ12785, Arp5, INO80M	20q11.23	AK022847	NM_024855		Actin related proteins	1436
24025	ACTR6	ARP6 actin related protein 6 homolog	Approved		ARP6, FLJ13433	12q23.1	AF212251	NM_022496		Actin related proteins	1436
14672	ACTR8	ARP8 actin related protein 8 homolog	Approved		INO80N	3p21.1		NM_022899		Actin related proteins	1436
24027	ACTRT1	actin related protein T1	Approved		AIP1, KIAA0705, ARIP1, Arp-T1	Xq25	AF440739	NM_138289		Actin related proteins	1436
24026	ACTRT2	actin related protein T2	Approved		Arp-T2, ARPM2, FLJ25424	1p36.32	AF440740, AB057364	NM_080431		Actin related proteins	1436
24022	ACTRT3	actin related protein T3	Approved		ARPM1	3q26.2	AK055346	NM_032487		Actin related proteins	1436
161	ACTL7A	actin like 7A	Approved			9q31.3	BC014610	NM_006687		Actin related proteins	1436
162	ACTL7B	actin like 7B	Approved		Tact1	9q31.3	BC033789	NM_006686		Actin related proteins	1436
24018	ACTL8	actin like 8	Approved		CT57	1p36.13	AK057339	NM_030812		Actin related proteins	1436
28494	ACTL9	actin like 9	Approved		MGC33407	19p13.2		NM_178525		Actin related proteins	1436
16127	ACTL10	actin like 10	Approved	C20orf134		20q11.22	AL121906			Actin related proteins	1436
163	ACTN1	actinin alpha 1	Approved			14q24.1	M95178	NM_001102	ACTN	Actinins	1112
164	ACTN2	actinin alpha 2	Approved			1q43	BC047901	NM_001103	ACTN	Actinins	1112
165	ACTN3	actinin alpha 3 (gene/pseudogene)	Approved			11q13.2	M86407	NM_001104	ACTN	Actinins	1112
166	ACTN4	actinin alpha 4	Approved	FSGS1		19q13.2	D89980		ACTN	Actinins	1112
129	ACTA1	actin, alpha 1, skeletal muscle	Approved	ACTA	NEM3	1q42.13	J00068	NM_001100	ACT	Actins	929
130	ACTA2	actin, alpha 2, smooth muscle, aorta	Approved		ACTSA	10q23.31	X13839	NM_001613	ACT	Actins	929
132	ACTB	actin beta	Approved			7p22.1	M28424	NM_001101	ACT	Actins	929
143	ACTC1	actin, alpha, cardiac muscle 1	Approved	ACTC	CMD1R	15q14	BC009978	NM_005159	ACT	Actins	929
144	ACTG1	actin gamma 1	Approved	ACTG, DFNA20, DFNA26		17q25.3		NM_001614	ACT	Actins	929
145	ACTG2	actin, gamma 2, smooth muscle, enteric	Approved	ACTL3, ACTA3	ACTSG	2p13.1		NM_001615	ACT	Actins	929
6602	LILRA1	leukocyte immunoglobulin like receptor A1	Approved		LIR-6, CD85i, LIR6	19q13.42	AF025530	NM_006863	LILRA	Activating leukocyte immunoglobulin like receptors	1181
6603	LILRA2	leukocyte immunoglobulin like receptor A2	Approved		LIR-7, ILT1, CD85h, LIR7	19q13.4	U82275		LILRA	Activating leukocyte immunoglobulin like receptors	1181
6604	LILRA3	leukocyte immunoglobulin like receptor A3	Approved		LIR-4, HM43, ILT6, HM31, LIR4, CD85e	19q13.4 alternate reference locus	U91926		LILRA	Activating leukocyte immunoglobulin like receptors	1181
15503	LILRA4	leukocyte immunoglobulin like receptor A4	Approved		ILT7, CD85g	19q13.42	AF041261	NM_012276	LILRA	Activating leukocyte immunoglobulin like receptors	1181
16309	LILRA5	leukocyte immunoglobulin like receptor A5	Approved	LILRB7	ILT11, LIR9, CD85, CD85f	19q13.42	AF212842	NM_181985	LILRA	Activating leukocyte immunoglobulin like receptors	1181
15495	LILRA6	leukocyte immunoglobulin like receptor A6	Approved	LILRB6	ILT8, CD85b	19q13.42	AF041262	NM_024318	LILRA	Activating leukocyte immunoglobulin like receptors	1181
21597	ACAD10	acyl-CoA dehydrogenase family member 10	Approved		MGC5601	12q24.12	AY323912	NM_025247	ACAD	Acyl-CoA dehydrogenase family	974
30211	ACAD11	acyl-CoA dehydrogenase family member 11	Approved		FLJ12592	3q22.1	BC019607	NM_032169	ACAD	Acyl-CoA dehydrogenase family	974
87	ACAD8	acyl-CoA dehydrogenase family member 8	Approved			11q25	AF126245	NM_014384	ACAD	Acyl-CoA dehydrogenase family	974
21497	ACAD9	acyl-CoA dehydrogenase family member 9	Approved		NPD002, MGC14452	3q21.3	AF078854	NM_014049	ACAD	Acyl-CoA dehydrogenase family	974
88	ACADL	acyl-CoA dehydrogenase long chain	Approved		LCAD, ACAD4	2q34	M74096	NM_001608	ACAD	Acyl-CoA dehydrogenase family	974
89	ACADM	acyl-CoA dehydrogenase medium chain	Approved		MCAD, MCADH, ACAD1	1p31.1	M16827		ACAD	Acyl-CoA dehydrogenase family	974
90	ACADS	acyl-CoA dehydrogenase short chain	Approved		SCAD, ACAD3	12q24.31	M26393	NM_000017	ACAD	Acyl-CoA dehydrogenase family	974
91	ACADSB	acyl-CoA dehydrogenase short/branched chain	Approved		SBCAD, ACAD7	10q26.13	U12778	NM_001609	ACAD	Acyl-CoA dehydrogenase family	974
92	ACADVL	acyl-CoA dehydrogenase very long chain	Approved		VLCAD, LCACD, ACAD6	17p13.1	BC012912	NM_000018	ACAD	Acyl-CoA dehydrogenase family	974
6186	IVD	isovaleryl-CoA dehydrogenase	Approved		ACAD2	15q15.1	AF038317		ACAD	Acyl-CoA dehydrogenase family	974
4189	GCDH	glutaryl-CoA dehydrogenase	Approved		ACAD5	19p13.13	AF012342		ACAD	Acyl-CoA dehydrogenase family	974
21298	AACS	acetoacetyl-CoA synthetase	Approved		FLJ12389, SUR-5, ACSF1	12q24.31	AK022451	NM_023928	ACS	Acyl-CoA synthetase family	40
23993	AASDH	aminoadipate-semialdehyde dehydrogenase	Approved		NRPS998, LYS2, ACSF4	4q12	AF516672	NM_181806	ACS	Acyl-CoA synthetase family	40
29567	ACSBG1	acyl-CoA synthetase bubblegum family member 1	Approved		BGM, FLJ30320, MGC14352, BG1, KIAA0631, hBG1, hsBG	15q25.1	AB014531	NM_015162	ACS	Acyl-CoA synthetase family	40
24174	ACSBG2	acyl-CoA synthetase bubblegum family member 2	Approved		BGR, PRTD-NY3, DKFZp434K1635	19p13.3		NM_030924	ACS	Acyl-CoA synthetase family	40
26101	ACSF2	acyl-CoA synthetase family member 2	Approved		FLJ20920, ACSMW	17q21.33	AK024573, BC012053	NM_025149	ACS	Acyl-CoA synthetase family	40
27288	ACSF3	acyl-CoA synthetase family member 3	Approved			16q24.3	AK075499	NM_174917	ACS	Acyl-CoA synthetase family	40
3569	ACSL1	acyl-CoA synthetase long chain family member 1	Approved	FACL2	LACS2, LACS, ACS1, LACS1, FACL1	4q35.1	BC026290	NM_001995	ACS	Acyl-CoA synthetase family	40
3570	ACSL3	acyl-CoA synthetase long chain family member 3	Approved	FACL3	ACS3, PRO2194	2q36.1	D89053	NM_004457	ACS	Acyl-CoA synthetase family	40
3571	ACSL4	acyl-CoA synthetase long chain family member 4	Approved	FACL4, MRX63, MRX68	ACS4, LACS4	Xq23	BC034959	NM_004458	ACS	Acyl-CoA synthetase family	40
16526	ACSL5	acyl-CoA synthetase long chain family member 5	Approved	FACL5	ACS5, ACS2	10q25.2	AB033899	NM_016234	ACS	Acyl-CoA synthetase family	40
16496	ACSL6	acyl-CoA synthetase long chain family member 6	Approved	FACL6	KIAA0837, ACS2, LACS5, LACS2	5q31.1	AB020644	NM_015256	ACS	Acyl-CoA synthetase family	40
18049	ACSM1	acyl-CoA synthetase medium chain family member 1	Approved	BUCS1	MACS1	16p12.3	AB059429	NM_052956	ACS	Acyl-CoA synthetase family	40
32017	ACSM2A	acyl-CoA synthetase medium chain family member 2A	Approved	ACSM2	A-923A4.1, MGC150530	16p12.3	AK091878, AK096039	NM_001010845	ACS	Acyl-CoA synthetase family	40
30931	ACSM2B	acyl-CoA synthetase medium chain family member 2B	Approved	ACSM2	HXMA, HYST1046	16p12.3	AY160217	NM_182617	ACS	Acyl-CoA synthetase family	40
10522	ACSM3	acyl-CoA synthetase medium chain family member 3	Approved	SAH	SA	16p12.3	D16350	NM_005622	ACS	Acyl-CoA synthetase family	40
32016	ACSM4	acyl-CoA synthetase medium chain family member 4	Approved			12p13.31		NM_001080454	ACS	Acyl-CoA synthetase family	40
26060	ACSM5	acyl-CoA synthetase medium chain family member 5	Approved		FLJ20581	16p12.3		NM_017888	ACS	Acyl-CoA synthetase family	40
16091	ACSS1	acyl-CoA synthetase short chain family member 1	Approved	ACAS2L	dJ568C11.3, AceCS2L, MGC33843	20p11.21		NM_032501	ACS	Acyl-CoA synthetase family	40
15814	ACSS2	acyl-CoA synthetase short chain family member 2	Approved	ACAS2	ACS, ACSA, AceCS, dJ1161H23.1	20q11.22	AF263614	NM_018677	ACS	Acyl-CoA synthetase family	40
24723	ACSS3	acyl-CoA synthetase short chain family member 3	Approved		FLJ21963	12q21.31		NM_024560	ACS	Acyl-CoA synthetase family	40
10995	SLC27A1	solute carrier family 27 member 1	Approved		FATP1, FATP, MGC71751, FLJ00336, ACSVL5	19p13.11	BC059399	NM_198580	ACS	Acyl-CoA synthetase family	40
10996	SLC27A2	solute carrier family 27 member 2	Approved	FACVL1	FATP2, hFACVL1, VLACS, VLCS, HsT17226, ACSVL1	15q21.2	D88308	NM_003645	ACS	Acyl-CoA synthetase family	40
10997	SLC27A3	solute carrier family 27 member 3	Approved		FATP3, MGC4365, ACSVL3	1q21.3	BC009916	NM_024330	ACS	Acyl-CoA synthetase family	40
10998	SLC27A4	solute carrier family 27 member 4	Approved		FATP4, ACSVL4	9q34.11	AF055899		ACS	Acyl-CoA synthetase family	40
10999	SLC27A5	solute carrier family 27 member 5	Approved		FATP5, VLACSR, VLCS-H2, VLCSH2, FACVL3, FLJ22987, ACSVL6, ACSB	19q13.43	AF064255	NM_012254	ACS	Acyl-CoA synthetase family	40
11000	SLC27A6	solute carrier family 27 member 6	Approved		FATP6, VLCS-H1, FACVL2, ACSVL2	5q23.3	AF064254	NM_014031	ACS	Acyl-CoA synthetase family	40
33128	ACOT1	acyl-CoA thioesterase 1	Approved		ACH2, CTE-1, LACH2	14q24.3	DQ082754	NM_001037161	ACOT	Acyl-CoA thioesterases	41
18156	ACOT11	acyl-CoA thioesterase 11	Approved	THEA	STARD14, BFIT, KIAA0707, BFIT1, THEM1	1p32.3	AB014607	NM_015547	ACOT	Acyl-CoA thioesterases	41
24436	ACOT12	acyl-CoA thioesterase 12	Approved		Cach, THEAL, STARD15	5q14.1	AB078619	NM_130767	ACOT	Acyl-CoA thioesterases	41
20999	ACOT13	acyl-CoA thioesterase 13	Approved	THEM2	HT012	6p22.3	AF220186	NM_018473	ACOT	Acyl-CoA thioesterases	41
18431	ACOT2	acyl-CoA thioesterase 2	Approved		Mte1, ZAP128	14q24.3	AY005822, AK001939	NM_006821	ACOT	Acyl-CoA thioesterases	41
19748	ACOT4	acyl-CoA thioesterase 4	Approved		FLJ31235, PTE-Ib, PTE2B	14q24.3	BC031799	NM_152331	ACOT	Acyl-CoA thioesterases	41
33159	ACOT6	acyl-CoA thioesterase 6	Approved	C14orf42		14q24.3	DQ082756, BF109853	NM_001037162	ACOT	Acyl-CoA thioesterases	41
24157	ACOT7	acyl-CoA thioesterase 7	Approved		BACH, ACH1, ACT, CTE-II, LACH1, MGC1126, hBACH	1p36.31	AB074417	NM_007274	ACOT	Acyl-CoA thioesterases	41
15919	ACOT8	acyl-CoA thioesterase 8	Approved	PTE1	hACTE-III, hTE, PTE-2, NAP1	20q13.12	AF014404	NM_183386	ACOT	Acyl-CoA thioesterases	41
17152	ACOT9	acyl-CoA thioesterase 9	Approved		CGI-16, MT-ACT48, ACATE2	Xp22.11	AF132950	NM_012332	ACOT	Acyl-CoA thioesterases	41
188	ADAM10	ADAM metallopeptidase domain 10	Approved		kuz, MADM, HsT18717, CD156c	15q21.3	AF009615	NM_001110	ADAM	ADAM metallopeptidase domain containing	47
189	ADAM11	ADAM metallopeptidase domain 11	Approved	MDC		17q21.31	D17390	NM_002390	ADAM	ADAM metallopeptidase domain containing	47
190	ADAM12	ADAM metallopeptidase domain 12	Approved		MCMPMltna, MLTN	10q26.2	AF023476		ADAM	ADAM metallopeptidase domain containing	47
193	ADAM15	ADAM metallopeptidase domain 15	Approved		MDC15	1q21.3	U46005	NM_003815	ADAM	ADAM metallopeptidase domain containing	47
195	ADAM17	ADAM metallopeptidase domain 17	Approved	TACE	cSVP, CD156B	2p25.1	U69611		ADAM	ADAM metallopeptidase domain containing	47
196	ADAM18	ADAM metallopeptidase domain 18	Approved		tMDCIII, ADAM27	8p11.22	AJ133004	NM_014237	ADAM	ADAM metallopeptidase domain containing	47
197	ADAM19	ADAM metallopeptidase domain 19	Approved		MLTNB	5q33.3	AF311317	NM_033274	ADAM	ADAM metallopeptidase domain containing	47
187	ADAM1A	ADAM metallopeptidase domain 1A (pseudogene)	Approved	ADAM1	FTNAP, PH-30a, Ftna, ADAM1P	12q24.12-q24.13	Y09232	NG_001216	ADAM	ADAM metallopeptidase domain containing	47
44366	ADAM1B	ADAM metallopeptidase domain 1B (pseudogene)	Approved			12q24.13		NG_024129	ADAM	ADAM metallopeptidase domain containing	47
198	ADAM2	ADAM metallopeptidase domain 2	Approved	FTNB	PH-30b, PH30, CT15	8p11.22	U52370	NM_001464	ADAM	ADAM metallopeptidase domain containing	47
199	ADAM20	ADAM metallopeptidase domain 20	Approved			14q24.2	AF029899		ADAM	ADAM metallopeptidase domain containing	47
200	ADAM21	ADAM metallopeptidase domain 21	Approved		ADAM31	14q24.2	AF029900		ADAM	ADAM metallopeptidase domain containing	47
201	ADAM22	ADAM metallopeptidase domain 22	Approved		MDC2	7q21.12	AB009671	NM_021723	ADAM	ADAM metallopeptidase domain containing	47
202	ADAM23	ADAM metallopeptidase domain 23	Approved		MDC3	2q33.3	AB009672	NM_003812	ADAM	ADAM metallopeptidase domain containing	47
203	ADAM24P	ADAM metallopeptidase domain 24, pseudogene	Approved			8p22			ADAM	ADAM metallopeptidase domain containing	47
206	ADAM28	ADAM metallopeptidase domain 28	Approved		eMDCII, MDC-Lm, MDC-Ls, ADAM23	8p21.2	AJ242015	NM_021778	ADAM	ADAM metallopeptidase domain containing	47
207	ADAM29	ADAM metallopeptidase domain 29	Approved		svph1, CT73	4q34.1	AF171929		ADAM	ADAM metallopeptidase domain containing	47
208	ADAM30	ADAM metallopeptidase domain 30	Approved		svph4	1p12	AF171932	NM_021794	ADAM	ADAM metallopeptidase domain containing	47
15479	ADAM32	ADAM metallopeptidase domain 32	Approved			8p11.22	BC026085	NM_145004	ADAM	ADAM metallopeptidase domain containing	47
15478	ADAM33	ADAM metallopeptidase domain 33	Approved	C20orf153	DKFZp434K0521, dJ964F7.1	20p13	AL117415, AB055891	NM_025220	ADAM	ADAM metallopeptidase domain containing	47
209	ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)	Approved	CYRN1	ADAM3, tMDCI	8p11.22	X89657	NR_001569	ADAM	ADAM metallopeptidase domain containing	47
210	ADAM3B	ADAM metallopeptidase domain 3B (pseudogene)	Approved	CYRN2		16q12.1	Y10615	NG_001526	ADAM	ADAM metallopeptidase domain containing	47
212	ADAM5	ADAM metallopeptidase domain 5 (pseudogene)	Approved	ADAM5P	tMDCII	8p11.22	BC047448	NR_001448	ADAM	ADAM metallopeptidase domain containing	47
213	ADAM6	ADAM metallopeptidase domain 6 (pseudogene)	Approved	C14orf96	tMDCIV	14q32.33	AI024595	NR_002224	ADAM	ADAM metallopeptidase domain containing	47
214	ADAM7	ADAM metallopeptidase domain 7	Approved		GP-83, EAPI	8p21.2	AF090327	NM_003817	ADAM	ADAM metallopeptidase domain containing	47
